eventName,userAgent,sourceIPAddress,eventSource,additionalEventData,errorMessage,errorCode,readOnly,type,accountId,userName,invokedBy,sessionContext.sessionIssuer.userName,Label
GetFunction202224v2,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,lambda.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: lambda:GetFunction on resource: arn:aws:lambda:us-west-2:811596193553:function:Level6,AccessDenied,,AssumedRole,8.11596E+11,Level6,,flaws,Malicious
GetFunctionConfiguration202224v2,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,lambda.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: lambda:GetFunctionConfiguration on resource: arn:aws:lambda:us-west-2:811596193553:function:Level6,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetGatewayResponse,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetGatewayResponses,aws-cli/1.16.90 Python/3.7.2 Darwin/17.7.0 botocore/1.12.80,253.172.98.21,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetHostReservationPurchasePreview,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,backup,,,Malicious
GetInsights,aws-cli/1.16.136 Python/3.7.3 Linux/5.0.5-100.fc28.x86_64 botocore/1.12.126,219.106.132.248,securityhub.amazonaws.com,,,InvalidAccessException,1,IAMUser,8.11596E+11,Level6,,,Malicious
GetInstanceProfile,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,2.5.253.226,iam.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
GetInstances,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lightsail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lightsail:GetInstances on resource: arn:aws:lightsail:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetIntegration,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,apigateway.amazonaws.com,,No integration defined for method,NotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetIntegrationResponse,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetIntents,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lex.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lex:GetIntents on resource: arn:aws:lex:us-east-1:811596193553:intent:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetKeyPairs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lightsail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lightsail:GetKeyPairs on resource: arn:aws:lightsail:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetKeyRotationStatus,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,kms.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetLaunchTemplateData,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,backup,,,Malicious
GetLoginProfile,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,iam.amazonaws.com,,Login Profile for User Level6 cannot be found.,NoSuchEntityException,,IAMUser,8.11596E+11,Level6,,,Malicious
GetMethod,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,apigateway.amazonaws.com,,Invalid Method identifier specified,NotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetMethodResponse,aws-cli/1.16.90 Python/3.7.2 Darwin/17.7.0 botocore/1.12.80,253.172.98.21,apigateway.amazonaws.com,,Invalid Response status code specified,NotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetModel,aws-cli/1.16.106 Python/3.6.7 Linux/4.15.0-29-generic botocore/1.12.96,111.9.248.2,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetModelTemplate,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetModels,aws-cli/1.15.4 Python/2.7.10 Darwin/18.0.0 botocore/1.10.4,111.9.248.2,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetOperations,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lightsail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lightsail:GetOperations on resource: arn:aws:lightsail:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetPasswordData,aws-cli/1.16.106 Python/3.6.7 Linux/4.15.0-29-generic botocore/1.12.96,255.254.85.248,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,backup,,,Malicious
GetPolicy,aws-cli/1.16.91 Python/3.7.0 Darwin/18.0.0 botocore/1.12.81,250.113.37.220,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:GetPolicy on resource: policy arn:aws:iam::811596193553:policy/list_apigateways,AccessDenied,,IAMUser,8.11596E+11,backup,,flaws,Malicious
GetPolicy202224v2,aws-cli/1.16.91 Python/3.7.0 Darwin/18.0.0 botocore/1.12.81,250.113.37.220,lambda.amazonaws.com,,Function not found: arn:aws:lambda:us-west-2:811596193553:function:level6,ResourceNotFoundException,,IAMUser,8.11596E+11,Level6,,,Legit
GetPolicyVersion,aws-cli/1.16.91 Python/3.7.0 Darwin/18.0.0 botocore/1.12.81,250.113.37.220,iam.amazonaws.com,,Policy arn:aws:iam::811596193553:policy/list_apigateways version v5 does not exist or is not attachable.,NoSuchEntityException,,IAMUser,8.11596E+11,Level6,,,Malicious
GetRegions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lightsail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lightsail:GetRegions on resource: arn:aws:lightsail:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetRequestValidators,aws-cli/1.15.4 Python/2.7.10 Darwin/18.0.0 botocore/1.10.4,111.9.248.2,apigateway.amazonaws.com,,Invalid REST API identifier specified 811596193553:6m5gni,NotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetReservedInstancesExchangeQuote,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,backup,,,Malicious
GetResource,aws-cli/1.16.90 Python/3.7.2 Darwin/17.7.0 botocore/1.12.80,253.172.98.21,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetResources,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,apigateway.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/restapis/s33ppypa75/resources,AccessDenied,1,AssumedRole,8.11596E+11,Level6,,flaws,Malicious
GetRestApi,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-east-1::/restapis/arn%3Aaws%3Aapigateway%3Aus-west-2%3A%3A%2Frestapis%2F,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
GetRestApis,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/restapis,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
GetRole,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:GetRole on resource: role Level6,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
GetRolePolicy,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,iam.amazonaws.com,,The role policy with name SecurityAudit cannot be found.,NoSuchEntityException,,IAMUser,8.11596E+11,Level6,,flaws,Legit
GetRoutes,aws-cli/1.16.140 Python/3.6.7 Linux/4.15.0-47-generic botocore/1.12.130,115.207.241.151,apigateway.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,Level6,,,Malicious
GetSMSAttributes,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sns.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: SNS:GetSMSAttributes on resource: arn:aws:sns:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetSdkTypes,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-east-1::/sdktypes,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetSendStatistics,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,ses.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: ses:GetSendStatistics,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetServers,Boto3/1.7.4 Python/3.6.7 Linux/4.15.0-47-generic Botocore/1.10.4,202.157.9.237,sms.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: sms:GetServers,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetSessionToken,aws-sdk-go/1.4.14 (go1.11.4; darwin; amd64),228.21.45.100,sts.amazonaws.com,,An unknown error occurred,AccessDeniedException,,IAMUser,8.11596E+11,backup,signin.amazonaws.com,flaws,Malicious
GetSnowballUsage,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,snowball.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: snowball:GetSnowballUsage,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetStackPolicy,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,cloudformation.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
GetStages,aws-cli/1.16.91 Python/3.7.0 Darwin/18.0.0 botocore/1.12.81,250.113.37.220,apigateway.amazonaws.com,,Invalid REST API identifier specified 811596193553:v,NotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetTemplate,Boto3/1.9.111 Python/3.7.2 Linux/4.15.15-1-ARCH Botocore/1.12.111,252.7.253.137,cloudformation.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
GetTrailStatus,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,cloudtrail.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetUsagePlans,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-east-1::/usageplans,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetUser,aws-cli/1.16.91 Python/3.7.0 Darwin/18.0.0 botocore/1.12.81,250.113.37.220,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:GetUser on resource: user backup,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
GetUserPolicy,aws-cli/1.16.90 Python/3.7.2 Darwin/17.7.0 botocore/1.12.80,253.172.98.21,iam.amazonaws.com,,The user policy with name list_apigateways cannot be found.,NoSuchEntityException,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
GetVpcLinks,aws-cli/1.14.44 Python/3.6.6 Linux/4.9.93-boot2docker botocore/1.8.48,142.223.2.44,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/vpclinks,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
ImportKeyPair,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-47-generic botocore/1.8.48,157.214.91.251,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,backup,,,Malicious
ListAccelerators,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,globalaccelerator.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListAcceptedPortfolioShares,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,servicecatalog.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: servicecatalog:ListAcceptedPortfolioShares on resource: arn:aws:servicecatalog:us-east-1:811596193553:*/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListAccessKeys,aws-cli/1.16.103 Python/2.7.12 Linux/4.4.0-142-generic botocore/1.12.93,214.129.229.203,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:ListAccessKeys on resource: user nullbackup,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListAccountAliases,aws-cli/1.16.103 Python/2.7.12 Linux/4.4.0-142-generic botocore/1.12.93,214.129.229.203,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:ListAccountAliases on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListAccountSettings,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,ecs.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListAccounts,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,organizations.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: organizations:ListAccounts on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListAgents,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,datasync.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListAliases,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,kms.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: gamelift:ListAliases,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
ListAliases202224,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,lambda.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListApplications,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codedeploy.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codedeploy:ListApplications on resource: arn:aws:codedeploy:us-east-1:811596193553:application:*,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListAssessmentRuns,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,inspector.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: inspector:ListAssessmentRuns,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListAssessmentTargets,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,inspector.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: inspector:ListAssessmentTargets,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListAttachedRolePolicies,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,iam.amazonaws.com,,The role with name piper cannot be found.,NoSuchEntityException,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListAttachedUserPolicies,aws-cli/1.16.91 Python/3.7.0 Darwin/18.0.0 botocore/1.12.81,250.113.37.220,iam.amazonaws.com,,The user with name user cannot be found.,NoSuchEntityException,,IAMUser,8.11596E+11,Level6,,aws:ec2-instance,Legit
ListAttacks,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,shield.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: shield:ListAttacks on resource: arn:aws:shield::811596193553:attack/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListBackups,aws-cli/1.16.90 Python/3.7.2 Darwin/17.7.0 botocore/1.12.80,253.172.98.21,dynamodb.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: dynamodb:ListBackups on resource: arn:aws:dynamodb:us-east-1:811596193553:table/*/backup/*,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
ListBrokers,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,amazonmq.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListBuckets,[aws-cli/1.16.95 Python/3.4.2 Linux/3.16.0-5-amd64 botocore/1.12.85],61.252.31.226,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,flaws,Malicious
ListBuilds,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codebuild.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codebuild:ListBuilds,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListCFPublicKeysForOwner,aws-cli/1.16.140 Python/3.6.7 Linux/4.15.0-47-generic botocore/1.12.130,88.2.27.8,cloudfront.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListCertificateAuthorities,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,acm-pca.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: acm-pca:ListCertificateAuthorities,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListCertificates,aws-cli/1.16.43 Python/2.7.15 Linux/3.10.0-862.14.4.el7.x86_64 botocore/1.12.33,4.165.74.232,acm.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: acm:ListCertificates,AccessDenied,1,IAMUser,8.11596E+11,backup,apigateway.amazonaws.com,,Malicious
ListChannels,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,medialive.amazonaws.com,,,ForbiddenException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListCloudFrontOriginAccessIdentities,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,cloudfront.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListCloudFrontOriginAccessIdentities2017_10_30,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,cloudfront.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudfront:ListCloudFrontOriginAccessIdentities,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListClusters,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,elasticmapreduce.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: elasticmapreduce:ListClusters on resource: *,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
ListCollections,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,rekognition.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: rekognition:ListCollections on resource: arn:aws:rekognition:us-east-1:811596193553:collection/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListConfigurationSets,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,ses.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: ses:ListConfigurationSets,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListConfigurations,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,amazonmq.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListContainerInstances,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,ecs.amazonaws.com,,Cluster not found.,ClientException,,IAMUser,8.11596E+11,Level6,,,Malicious
ListContainers,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,mediastore.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: mediastore:ListContainers on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListCreateAccountStatus,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,organizations.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: organizations:ListCreateAccountStatus on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListCuratedEnvironmentImages,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codebuild.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codebuild:ListCuratedEnvironmentImages,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDeliveryStreams,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,firehose.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: firehose:ListDeliveryStreams,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDeploymentConfigs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codedeploy.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codedeploy:ListDeploymentConfigs on resource: arn:aws:codedeploy:us-east-1:811596193553:deploymentconfig:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDeployments,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codedeploy.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codedeploy:ListDeployments on resource: arn:aws:codedeploy:us-east-1:811596193553:deploymentgroup:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDetectors,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,guardduty.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListDevices,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,devicefarm.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: devicefarm:ListDevices,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDirectories,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,clouddirectory.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: clouddirectory:ListDirectories on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDistributions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,cloudfront.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListDistributions2017_10_30,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,cloudfront.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudfront:ListDistributions,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDocuments,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,ssm.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
ListDomainNames,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,cloudsearch.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudsearch:ListDomainNames on resource: arn:aws:cloudsearch:us-east-1:811596193553:domain/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListDomains,AWS Internal,AWS Internal,route53domains.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,AWS Internal,,Legit
ListElasticsearchVersions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,es.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: es:ListElasticsearchVersions on resource: arn:aws:es:us-east-1:811596193553:domain/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
